词语,频数
性能,1
陶瓷,1
部件,1
高效,1
精密,12
制造,19
关键,2
技术,50
石墨,1
项目,77
资金,16
政府,9
补助,44
其中,9
增值,1
购入,1
公司,415
产生,8
利得,3
无法,5
支付,36
款项,11
罚款,1
其他,152
合计,31
计入,3
当期,12
损益,15
单位,104
补贴,3
是否,8
本期,20
发生,38
上期,27
资产,88
相关,42
收益,29
信息,47
发展,21
开封,37
财政,17
研究,20
开发,28
更新,19
河南,87
能源,102
股份,73
有限,267
年度,56
报告,105
全文,38
专项,5
改造,19
获得,22
收到,21
专利,3
奎屯,6
知识,1
实施,1
研发,4
经费,3
从事,2
国家,5
鼓励,2
扶持,2
战略,14
新兴,1
特定,2
行业,3
产业,4
政策,23
规定,4
依法,2
取得,14
符合,1
地方,1
招商,1
基础,3
设施,1
申请,1
奖励,9
科学,7
资助,1
关于,1
晶体,1
切割,1
废料,1
资源,11
制备,1
科技,73
计划,5
平顶,19
高新,1
硅粉,1
管委会,1
应用,2
知名,1
品牌,1
商务,1
创新,5
国际,6
合作,9
交流,1
金融,19
社保,1
收市,1
企业,54
巨人,1
奖金,1
成果,2
转化,1
树脂,1
金刚,7
设备,4
备件,1
国产,1
外国,2
专家,2
引智,1
政局,2
先进,1
工业,1
禹王,1
说明,95
营业,2
支出,1
经常,4
对外,2
捐赠,1
担保,9
损失,12
所得,12
费用,19
递延,7
会计,40
利润,34
调整,16
过程,1
法定,7
适用,23
税率,2
计算,3
不同,1
影响,32
以前,1
期间,5
应税,3
收入,7
不可,7
抵扣,11
成本,26
使用,3
前期,3
确认,12
亏损,3
暂时,2
差异,7
综合,2
详见,3
附注,3
往来,3
经营,52
活动,38
有关,35
现金,64
投资,44
净额,4
负数,1
收回,5
委托,8
贷款,6
股票,1
账户,1
存款,1
重组,5
保证,10
筹资,29
票据,11
信用,12
融资,4
租赁,4
偿还,2
关联,47
借款,17
流量,5
补充,3
资料,3
减值,13
准备,22
固定,6
折旧,3
油气,1
折耗,1
生产,8
生物,1
无形,4
摊销,4
长期,7
处置,6
填列,10
报废,1
公允,53
价值,56
变动,10
财务,42
减少,5
增加,10
负债,35
存货,3
应收,66
应付,36
涉及,4
收支,1
重大,14
期初,7
余额,27
等价,3
平煤,51
隆基,8
上海,10
中科,7
材料,47
海东,10
通途,20
电力,16
设计,6
工程,5
购买,29
日子,1
持有,12
库存,1
期末,35
所有,6
权益,19
注释,5
上年,1
进行,7
名称,13
金额,17
事项,17
受到,2
限制,2
质押,1
房产,1
抵押,2
土地,1
外币,3
货币,10
美元,2
境外,5
实体,2
包括,2
对于,3
重要,25
披露,21
主要,19
记账,2
本位,2
选择,1
依据,33
变化,5
原因,13
套期,6
按照,5
类别,4
工具,2
风险,60
定性,3
定量,4
合并,63
范围,24
变更,9
同一,25
控制,39
股权,10
时点,2
确定,28
收购,9
工商,6
商誉,15
辨认,5
份额,7
小于,1
方法,4
