词语,频数
现有,4
基数,4
全体,4
股东,958
派发,5
红利,39
共计,3
大会,107
符合,105
章程,107
规定,110
发表,1
同意,1
分派,1
除权,1
除息,1
决议,104
清晰,147
决策,148
程序,151
机制,148
完备,148
履职,150
尽责,150
发挥,150
应有,150
作用,150
中小,4
充分,3
表达,1
诉求,1
机会,2
合法,2
得到,1
保护,4
条件,18
办法,3
一致,7
红股,41
天健,18
会计,61
事务,50
审计,160
结转,1
包括,4
股利,2
归属,4
比率,6
盈利,91
实际,548
期限,207
重组,102
同业,6
本人,9
首次,1
发行,4
法规,1
股子,1
相同,6
不会,2
今后,1
任何,3
形式,3
相似,3
或者,1
经济,1
组织,2
将来,1
行使,1
否决,1
确保,2
商业,2
优先,3
让与,1
介绍,1
兴建,1
选择,1
避免,1
利益,2
违反,2
受到,1
损害,1
依法,1
承担,4
相应,1
赔偿,1
责任,47
激励,162
半年,2
减持,94
受让,2
光磊,3
股票,8
增持,6
女士,4
下方,1
按时,1
先生,2
为了,1
前景,1
信心,1
当时,1
合理,1
判断,1
超期,1
终止,95
应当,1
双方,1
换股,1
支付,6
条款,2
审慎,1
友好,1
协商,1
决定,2
鉴于,1
处在,12
期间,16
做出,12
起始,21
巨潮,2
资讯,3
对手,1
作出,1
扣除,2
经常,2
下同,2
分别,2
占用,156
一期,156
监事,9
议案,1
丧失,8
价款,1
依据,20
享有,1
差额,1
收到,2
重新,1
剩余,5
原子,1
方法,1
假设,8
转入,1
聘任,2
解聘,1
境内,58
报酬,17
连续,2
年限,2
姓名,124
安吉,1
面临,68
暂停,69
法院,2
生效,2
判决,2
数额,2
较大,2
债务,63
清偿,2
十四,1
员工,159
持股,186
措施,79
十五,68
十六,73
托管,146
承包,74
位于,1
滨江,1
总部,1
办公,1
空置,1
对外,9
出租,1
作为,1
核算,1
租金,1
额度,196
日期,26
对象,30
债权,3
连带,42
前海,6
亚信,1
届满,36
两年,29
审批,8
A1,14
A2,2
A3,11
A4,125
次日,3
授信,10
贷款,10
上海,7
日后,2
珠海,2
B1,2
B2,2
B3,2
余额,31
B4,126
行期,1
C1,2
C2,2
C3,2
C4,125
大项,1
违规,1
保本,3
理财,1
签约,1
期初,141
赎回,1
招商,1
步步,1
日增,1
十七,1
社会,4
以来,1
一直,1
义务,2
秉持,1
公平,1
公正,1
原则,1
对待,1
广大,2
致力,1
建立,1
健全,1
内部,72
制度,1
协调,1
职能,1
部门,3
提高,1
治理,1
水平,1
严格,1
召集,1
表决,4
更多,1
知情,1
认真,1
电话,1
电子,2
邮箱,1
网站,1
交流,1
认识,1
了解,1
扶贫,4
暂未,1
暂无,1
环境,3
属于,4
公布,2
排污,2
十八,1
十九,40
酒仙桥,2
M7,2
虚拟,2
专用,2
连接,2
摊销,1
较多,1
初期,1
释放,1
同期,1
相比,1
商品,2
造成,1
全额,1
准备,1
大连,1
新飞,1
商务,1
去年,1
突然,1
原定,1
志远,5
补偿,4
可以,1
应付,2
转股,1
内资,1
自然,231
无限,17
人民,281
总数,4
高管,9
限售股,291
每年,1
解除,19
离职,2
批准,22
股数,16
锁定,12
全部,1
任职,4
现存,71
职工,72
月末,2
恢复,2
日前,1
持有,11
一般,1
法人,91
配售,1
新股,1
发现,2
之间,4
种类,2
流通,2
购回,1
性质,115
居留,2
境内外,3
过去,2
信托,151
限制,91
任期,2
经理,3
总监,1
光明,1
主席,1
建新,1
副总,1
