词语,频数
目前,12
进展,4
性能,3
分散,31
染料,105
及其,28
研发,28
通过,53
精细,38
加工,2
技术,70
具备,1
较高,4
牢度,6
优异,1
阶段,10
合成,5
路线,3
已经,20
打通,2
用于,11
聚酯,1
纤维,6
混纺,3
织物,3
印花,20
色光,2
艳丽,1
洗涤,1
摩擦,1
汗渍,1
服用,1
优良,2
生产,77
工艺,23
论证,1
部分,43
环保,47
禁用,1
芳香,1
成份,1
金属,1
苯酚,1
含量,3
达到,18
Oeko,1
Tex,1
产品,73
销售,21
Standard,1
指标,4
数码,98
喷墨,3
活性,27
纯正,1
稳定,7
制作,5
墨水,7
综合,9
特别,1
高温,1
开发,50
完成,46
配套,12
提纯,1
中间,40
绿色,10
智能,9
制造,4
现有,6
进行,82
连续,16
改造,6
小试,11
正在,22
项目,154
验证,3
关键,5
新型,3
品种,6
优化,6
参数,4
人员,31
数量,6
投入,37
金额,18
营业,5
收入,10
比例,9
支出,18
资本,17
当期,1
净利,1
比重,3
总额,7
上年,8
发生,24
显著,1
变化,11
原因,19
适用,117
上海,162
安诺,154
集团,71
股份,99
有限,238
公司,753
年度,97
报告,174
全文,56
大幅,1
变动,13
合理,1
说明,21
去年,1
增幅,11
主要,50
清华,4
大学,47
化学,9
工程,24
签订,12
联合,5
协议,7
合作,16
团队,11
国家,15
重点,7
实验,1
实施,34
截止,15
年末,3
圆满,2
研究,18
工作,54
举行,3
评审,5
会议,34
小组,3
一致,9
认为,3
确定,13
本质,5
安全,49
清洁,3
试验,6
各项,3
预期,2
国际,12
先进,5
水平,6
设备,26
搭建,3
工业,15
月份,8
顺利,3
结束,2
基础,3
发明,2
专利,4
申请,8
月底,3
获得,13
受理,3
运用,6
具有,19
实用,6
价值,16
成功,13
产业,34
概率,6
较大,12
幅度,9
提高,34
附加,6
实现,23
降低,18
成本,12
烟台,55
化工,66
天津,13
合同,10
教育,5
创新,20
重要,2
组成,3
反应,9
数据,12
采集,2
整理,2
原料,15
就位,2
所有,5
取得,12
效果,2
开展,9
经营,31
活动,21
现金,38
流出,4
小计,5
产生,21
流量,7
投资,117
流入,3
筹资,5
等价,1
增加,41
相关,39
同比,1
重大,35
影响,34
因素,6
净额,7
同期,5
减少,12
利润,29
相应,14
年产,12
山东,22
高档,7
差别,7
一期,10
筹建,4
根据,29
资金,114
需求,21
银行,3
短期,6
借款,4
是否,18
持续,25
权益,21
收益,15
核算,2
联营,2
企业,37
公允,9
损益,1
计提,2
存货,3
跌价,1
