词语,频数
一般,355
风险,639
准备,525
分配,1267
利润,1407
归属,508
公司,1227
所有,1204
权益,2189
合计,95
少数,882
股东,1388
负债,718
总计,3
法定,4
代表,24
主管,2
会计,789
工作,2
负责,4
机构,65
欧阳,2
资产,2475
单位,826
项目,490
技术,77
股份,263
有限,56
流动,12
合并,1822
年度,497
营业,1661
收入,1381
其中,801
利息,1354
保费,364
手续,721
佣金,720
成本,1380
支出,1149
退保,188
赔付,363
净额,741
提取,647
保险,376
责任,26
合同,630
保单,375
红利,375
分保,187
费用,2636
税金,389
附加,364
销售,712
管理,437
研发,317
财务,1041
其他,6791
收益,4167
投资,4794
损失,676
填列,575
联营,112
企业,1102
合营,204
计量,771
金融,1345
终止,365
确认,1233
汇兑,146
敞口,50
套期,235
公允,1083
价值,1691
变动,1033
信用,288
减值,269
处置,1145
亏损,453
总额,431
所得,411
经营,1377
持续,220
分类,413
损益,1403
综合,1623
税后,95
不能,134
重新,130
设定,376
受益,376
计划,365
工具,930
自身,71
债权,103
计入,1129
金额,497
现金,7958
流量,620
储备,774
外币,311
报表,708
折算,431
差额,759
每股,729
基本,379
稀释,351
活动,2141
产生,162
商品,689
提供,360
劳务,688
收到,3738
客户,216
存款,34
同业,73
存放,73
款项,289
增加,1409
中央,230
银行,247
借款,556
资金,534
取得,1664
业务,350
保户,186
储金,186
收取,196
回购,194
代理,115
买卖,115
证券,293
税费,745
返还,362
有关,2120
流入,24
小计,12
购买,1280
接受,328
支付,3578
贷款,359
垫款,177
职工,128
以及,216
各项,534
流出,6
收回,426
固定,166
无形,87
长期,606
购建,46
质押,182
筹资,684
吸收,406
偿还,352
债务,481
股利,244
偿付,64
汇率,173
等价,346
影响,214
期初,396
余额,340
期末,22
报告,43
全文,21
本期,1192
股本,250
资本,1217
专项,829
盈余,790
优先,157
永续,152
公积,994
上年,4
变更,222
差错,320
更正,320
同一,497
控制,1445
本年,4
增减,4
减少,263
投入,223
普通,135
持有,333
内部,40
结转,691
转增,280
留存,840
使用,709
上期,7
政策,98
前期,2
库存,135
情况,166
注册,11
组织,1
形式,1
总部,2
地址,3
以下,24
简称,1
杭州,5
电子,4
基础,260
整体,47
设立,1
科技,4
集团,428
自然,5
