词语,频数
报告,162
公司,766
主要,24
资产,84
计量,31
属性,1
是否,41
发生,31
重大,71
变化,12
斯诺,64
实业,57
深圳,82
电子,16
有限,131
实际,41
控制,40
签订,9
标的,2
股权,52
东莞,8
能源,18
转股,5
协议,27
约定,5
发展,67
应收,50
账款,16
到期,17
债权,6
转为,2
投资,145
享有,3
其他,72
权益,37
工具,47
截至,14
期末,19
权利,2
受限,3
情况,192
项目,91
原因,9
票据,11
保证,8
有关,21
货币,8
资金,125
纠纷,2
事宜,1
他人,1
起诉,1
法院,8
冻结,4
部分,20
账户,19
质押,5
贷款,16
存货,6
诉讼,21
地产,1
抵押,4
固定,1
无形,1
合计,22
存在,59
查封,1
扣押,1
或者,3
情形,9
状况,24
分析,7
总体,8
适用,350
变动,32
幅度,1
获取,14
正在,6
进行,63
公允,23
价值,51
金融,69
计入,23
初始,1
成本,12
类别,6
累计,13
售出,1
金额,38
来源,2
收益,18
交易,52
自有,5
募集,56
使用,35
单位,19
尚未,12
本期,9
用途,9
闲置,7
两年,3
年份,1
方式,20
以上,9
总额,22
存放,3
首次,8
公开,16
发行,16
专户,6
说明,31
到位,1
时间,5
中国,38
证券,72
监督,23
管理,143
委员,34
证监,7
许可,3
核准,1
委托,14
承销,3
安信,3
股份,77
以下,14
简称,13
人民,28
普通,24
每股,2
面值,1
价格,7
扣除,5
保荐,2
费用,8
汇入,1
减除,1
律师,5
审计,80
法定,1
信息,68
披露,57
路演,2
推介,1
本次,8
净额,2
安达,4
会计,77
事务,40
责任,19
验证,6
出具,10
验资,1
根据,33
财政,7
发布,7
关于,56
执行,28
企业,43
准则,52
上市,42
年报,3
工作,31
通知,5
财会,7
要求,32
过程,6
广告,1
酒会,1
应当,3
当期,15
损益,19
涉及,11
问题,8
施行,6
文件,8
账务,3
调整,44
资本,17
公积,3
流动,13
拨出,1
补入,1
结余,2
可信,6
计算,12
技术,139
研究,15
召开,28
董事,201
二十二,2
审议,56
通过,61
支付,23
投入,19
设立,10
国民,101
产业,41
会议,41
全资,18
议案,14
同意,22
前海,7
作为,6
控股,30
平台,10
布局,10
十三,7
减少,11
相应,13
减资,5
研发,37
办公,16
大楼,5
建设,10
购买,2
理财,33
产品,91
利用,4
现金,29
影响,38
正常,1
经营,47
超过,11
适时,1
年度,89
额度,2
范围,11
滚动,1
保本,2
取得,3
截止,9
全部,2
