词语,频数
股本,2
本期,17
增减,1
项目,48
送股,1
小计,4
新股,1
转股,2
有限,119
条件,4
股份,58
境内,3
自然,3
持股,8
境外,2
合计,27
无限,2
国民,64
技术,70
公司,239
年度,102
报告,43
全文,40
人民,29
普通,2
总数,1
资本,8
公积,5
溢价,1
其他,68
综合,8
收益,59
发生,23
金额,21
前期,3
期末,23
余额,27
本年,5
所得,14
税后,2
归属,7
税费,3
损益,18
不能,2
分类,5
其中,16
权益,20
工具,9
投资,75
公允,30
价值,39
变动,11
外币,21
财务,19
报表,5
折算,4
差额,2
资产,83
转换,5
计量,17
地产,6
专项,17
储备,1
安全,9
生产,3
盈余,3
法定,3
分配,7
利润,22
提取,2
比例,16
调整,11
期初,13
调减,2
明细,1
由于,2
会计,4
政策,4
变更,7
影响,21
年初,1
营业,16
收入,34
成本,21
如下,12
业务,12
主营,5
行业,3
名称,28
集成,1
电路,1
关键,5
器件,1
负极,5
材料,14
产品,7
芯片,14
贸易,4
服务,8
石墨,3
加工,1
地区,11
东北,1
华北,1
华东,1
华南,1
华中,1
西南,1
西北,1
情况,25
客户,4
全部,2
税金,1
附加,2
城市,1
维护,2
建设,1
教育,1
房产,1
土地,1
使用,5
印花,1
销售,5
费用,24
职工,3
薪酬,3
折旧,5
摊销,5
招待,1
租赁,1
市场,31
咨询,1
宣传,1
运输,1
差旅,1
管理,33
办公,7
场地,2
研发,23
专利,20
申请,4
委托,1
外部,1
研究,2
开发,2
检测,1
利息,6
承兑,1
汇票,1
贴息,1
汇兑,1
手续,7
政府,5
补助,13
计入,11
当期,13
相关,49
递延,9
转入,7
增值,2
南山,14
企业,54
投入,3
支持,6
计划,6
产业,18
发展,34
引导,1
基金,4
永丰,1
财政,2
深圳,87
监督,21
十九,5
中国,8
金奖,1
省局,1
配套,7
质量,14
委员,23
资助,75
经费,5
款项,15
科技,38
奖励,10
科学,4
国内外,1
发明,1
标准,4
资金,34
中共,4
中央,4
电子,7
学院,4
直接,4
自主,3
创新,13
名牌,2
商标,2
科创,1
界面,3
金融,27
SoC,3
TD-SCDMA,3
TD-LTE,6
Advanced,2
多模,2
终端,3
射频,3
功率,3
放大,3
量子,3
高速,3
密码,3
应用,4
解决,3
方案,3
物联,3
优化,3
升级,3
合作,3
单位,16
拨付,1
引进,3
高新,3
工业,3
信息,27
一代,3
经济,4
博士后,6
二十,3
海外,4
就地,3
吸纳,3
培养,3
博士,3
伯乐,3
中小,3
国内,7
开拓,3
提升,6
国际,3
经营,26
能力,3
事项,14
返还,4
竞争,3
年费,3
工商,8
补贴,4
民政,3
慰问,3
渝水,3
核算,1
长期,10
股权,50
处置,5
产生,14
出售,4
理财,1
来源,1
信用,19
减值,12
损失,25
应收,38
票据,5
账款,18
存货,2
跌价,1
坏账,18
固定,4
无形,9
商誉,1
经常,6
划分,1
持有,4
待售,1
流动,18
利得,3
斯诺,49
实业,39
股东,19
豁免,1
收购,28
对价,9
业绩,15
对赌,4
补偿,25
毁损,2
报废,2
无需,3
支付,36
应付,15
支出,6
对外,3
捐赠,1
罚款,1
违约,3
工伤,1
过程,2
适用,2
税率,2
计算,3
不同,1
以前,2
期间,2
应税,1
扣除,4
不可,1
抵扣,4
确认,11
亏损,2
暂时,2
差异,1
现金,36
流量,7
收到,8
活动,10
有关,5
货币,10
等价,7
往来,2
备用,1
筹资,3
激励,1
回购,1
偿还,1
补充,8
资料,3
调节,1
油气,1
折耗,1
生物,1
填列,8
减少,10
增加,9
负债,22
净额,3
涉及,1
收支,1
重大,9
取得,5
合并,13
构成,3
库存,1
所有,4
受到,1
限制,1
保证,2
法院,1
冻结,2
借款,16
质押,1
诉讼,3
抵押,10
美元,10
港币,3
新加坡,6
是否,2
实际,7
Ad,1
vanced,1
付款,2
广东,3
面向,1
范围,3
相比,1
变化,4
主体,1
企业集团,1
主要,15
方式,5
间接,3
同一,7
控制,10
香港,2
设立,8
前海,2
福建,12
多卡,11
融合,11
运营,2
Nations,3
Holdings,1
维尔,2
Limited,1
群岛,1
Technologies,2
美国,1
USA,1
Inc,7
Innovation,1
Pte,1
Ltd,1
江西,4
能源,11
内蒙古,6
陕西,2
韩城,1
山西,2
临汾,1
抚州,1
商务,1
更名,1
完成,6
登记,9
半数,1
以下,5
