词语,频数
法定,60
代表,21
会计,767
机构,1
负责,1
联众,51
信息,266
技术,231
股份,160
有限,87
公司,3048
年度,143
报告,142
全文,48
利润,287
单位,584
项目,337
投资,1638
收益,789
损失,888
其中,102
联营,51
企业,612
合营,34
信用,857
减值,611
填列,9
资产,5790
处置,230
营业,94
亏损,161
总额,97
持续,78
经营,225
不能,290
分类,349
损益,1082
其他,1588
综合,489
权益,769
工具,1101
公允,1018
价值,1699
变动,483
每股,2
合并,922
现金,842
流量,446
活动,193
流入,83
小计,81
支付,217
职工,371
以及,237
流出,89
产生,412
净额,172
固定,260
无形,354
长期,525
收回,331
收到,70
购建,16
筹资,78
吸收,1
少数,86
股东,135
分配,132
股利,44
偿付,136
利息,270
汇率,2
等价,35
期末,33
余额,215
所有,927
本期,29
金额,1172
归属,91
一般,172
资本,559
专项,64
盈余,112
股本,139
优先,124
永续,124
风险,647
上年,4
变更,56
本年,6
期初,46
增减,5
减少,76
投入,18
普通,76
持有,192
提取,20
准备,387
内部,306
结转,209
公积,280
转增,173
上期,2
政策,292
设定,289
受益,275
计划,340
留存,50
合计,8
使用,711
基本,19
情况,310
以下,42
简称,4
实达,1
科技,1
福建,1
软件,24
系统,43
集团,1
依法,1
整体,163
设立,2
取得,725
厦门,1
工商,4
行政,2
管理,104
核发,1
法人,2
执照,1
统一,35
社会,28
代码,2
面值,43
注册,8
人民,15
中国,12
证券,195
监督,1
委员,1
证监,12
许可,2
关于,1
核准,2
首次,13
开发,79
股票,3
创业,2
上市,9
批复,1
公开,12
发行,280
深圳,2
交易,772
根据,364
召开,2
临时,2
大会,4
决议,2
完成,69
登记,3
手续,9
通过,90
公积金,27
议案,1
基数,2
全体,2
审议,1
方案,3
共计,1
增加,196
建立,1
董事,4
监事,1
治理,1
结构,19
目前,1
中心,3
人力,1
资源,44
财务,461
经理,1
办公,5
战略,2
市场,505
商务,6
事务,1
审计,18
部门,1
拥有,46
家子,1
业务,168
性质,19
主要,137
范围,31
研发,3
设计,18
生产,90
智能,2
银行,15
销售,166
咨询,45
档案,2
处理,245
电子,2
服务,379
医疗,27
器械,1
批发,2
数据,59
存储,6
集成,18
电路,1
数字,1
内容,1
呼叫,1
审批,1
计算机,3
辅助,1
设备,21
零售,1
产业,3
保险,108
经纪,6
报表,166
附注,4
业经,1
三十五,1
会议,2
批准,2
纳入,22
新增,21
具体,30
参阅,1
主体,77
编制,91
基础,461
实际,328
发生,979
事项,138
按照,841
准则,138
及其,14
应用,21
指南,8
解释,8
规定,212
进行,861
确认,2109
计量,1200
此外,11
披露,24
编报,11
规则,11
修订,24
有关,183
能力,133
评估,96
发现,12
影响,503
合理,264
重要,56
估计,359
提示,10
下列,263
制定,42
提及,27
相关,1639
执行,105
遵循,1
声明,1
符合,150
要求,72
真实,1
完整,12
反映,104
状况,48
成果,23
期间,390
公历,9
周期,72
正常,90
记账,12
本位,12
同一,81
控制,681
方法,245
负债,1934
最终,17
账面,656
对于,491
采用,547
不同,113
基于,61
原则,66
调整,389
对价,273
之间,327
存在,383
差额,326
首先,87
溢价,94
不足,55
依次,21
购买,414
各项,43
辨认,114
成本,1239
大于,35
方可,50
商誉,233
如果,359
小于,51
复核,122
当期,987
费用,620
法律,21
中介,17
计入,1170
作为,440
债务,428
初始,575
确定,847
予以,100
不仅,2
包括,321
表决,79
类似,14
本身,2
或者,263
结合,27
安排,149
合同,1408
决定,37
权力,56
参与,290
享有,232
可变,46
回报,35
并且,98
运用,35
分割,8
部分,447
没有,125
权利,206
因素,64
有时,8
称为,8
特殊,41
目的,23
自身,110
资料,2
整个,160
企业集团,36
视为,53
依据,122
收入,471
抵销,235
股权,601
份额,170
相互,96
表明,100
应当,202
全额,35
角度,14
考虑,285
库存,10
比照,11
与其,34
对应,62
储备,10
由于,30
属于,96
实收,10
恢复,23
实现,154
导致,159
所属,68
纳税,228
计税,28
暂时,232
差异,254
递延,542
所得,735
同时,324
直接,371
除外,94
出售,212
比例,104
分担,22
超过,161
个别,23
持股,26
计算,241
开始,74
对子,12
丧失,131
价款,47
原因,27
剩余,48
重新,74
减去,69
原有,11
原子,10
转入,95
多次,21
分步,42
判断,146
是否,389
一揽子,41
之前,60
一并,32
条款,211
条件,365
经济,320
多种,38
通常,65
这些,90
彼此,10
订立,10
才能,42
达成,11
商业,22
结果,37
取决,45
至少,26
单独,67
但是,80
因子,1
增资,30
稀释,2
由此,15
共同,173
标准,25
可以,21
随时,1
用于,136
存款,1
期限,206
到期,46
流动,151
易于,30
转换,108
已知,30
外币,2
折算,1
金融,2978
形成,160
终止,446
成为,34
满足,139
收取,188
转移,540
下述,17
现时,52
义务,553
已经,156
解除,17
借入,13
借出,13
签订,20
协议,45
承担,81
方式,97
替换,13
实质,68
作出,13
修改,37
常规,33
买卖,33
法规,14
惯例,14
时间,104
交付,74
承诺,125
买入,26
卖出,26
日期,92
模式,80
特征,73
除非,46
改变,14
情形,53
否则,33
不得,46
类别,35
商品,425
提供,225
劳务,81
包含,122
重大,195
融资,115
成分,26
应收,218
账款,28
定义,23
价格,244
后续,178
目标,36
特定,104
本金,202
此类,78
利率,241
摊销,224
利得,114
汇兑,12
直到,29
累计,120
不可,68
撤销,1
选择,8
指定,31
上述,105
之外,53
低于,77
贷款,102
担保,91
该类,25
衍生,134
套期,14
引起,11
转出,36
客户,429
既定,17
发放,10
预期,601
模型,11
计提,318
最初,11
蒙受,11
赔付,11
扣除,138
区分,80
避免,11
履行,184
有些,26
虽然,39
明确,48
可能,329
间接,95
可用,28
结算,82
需要,51
替代,24
还是,28
为了,17
前者,26
后者,26
某些,37
等于,15
获取,15
数量,59
乘以,15
无论,37
完全,27
以外,52
变量,29
例如,41
某种,15
嵌入,68
当日,7
正数,18
负数,18
的确,18
认为,54
有效,1
混合,66
适用,35
并非,11
不是,28
方面,26
紧密,11
关系,15
相同,137
分拆,11
无法,100
债权,90
租赁,475
违约,167
权重,15
加权,24
平均,26
折现,184
全部,128
短缺,48
现值,128
存续,169
预计,354
事件,57
未来,266
日后,52
少于,14
每个,44
处于,113
阶段,180
分别,72
显著,214
尚未,67
具有,167
假设,86
并未,28
款项,61
客观,2
证据,89
单项,118
测试,114
划分,55
若干,1
组合,307
如下,10
货款,3
保理,4
等级,10
关联,7
参考,22
历史,24
经验,26
当前,73
预测,7
对照,4
逾期,95
天数,3
类型,3
关注,2
次级,2
可疑,2
以上,43
坏账,4
敞口,8
分期,30
收款,39
对手,1
各种,2
借款,121
短期,54
即便,14
时期,14
形势,14
环境,45
不利,67
变化,163
未必,14
一定,14
降低,39
比较,31
概率,48
相对,35
无须,17
付出,41
必要,78
额外,30
努力,30
即可,30
获得,113
前瞻,29
指标,17
偿债,12
监管,19
抵押,18
三方,50
质量,48
还款,40
动机,25
约定,74
违反,50
行为,18
免除,9
给予,45
免息,9
追加,29
框架,9
做出,52
表现,9
付款,55
评级,18
无需,17
过多,13
证明,43
以来,13
观察,140
困难,90
出于,35
任何,35
不会,79
让步,35
破产,40
重组,63
活跃,181
消失,52
大幅,37
折扣,74
事实,37
转回,211
核销,12
不再,33
能够,522
这种,60
构成,70
来源,22
足够,116
偿还,22
以后,86
保留,75
几乎,60
报酬,122
放弃,76
此项,13
加以,13
限制,13
注重,16
涉及,58
十八,27
此种,14
视同,15
继续,101
各自,14
分摊,256
程度,54
相应,148
随后,14
变现,174
清偿,16
有序,4
有利,27
定价,46
利益,176
运输,16
报价,32
估值,130
用途,41
利用,33
支持,28
市场法,12
一致,98
选取,14
输入,336
只有,17
切实,13
可行,15
层次,133
其次,27
未经,19
票据,1
详见,4
存货,319
日常,33
成品,56
处在,1
过程,51
产品,17
耗用,1
材料,90
物料,1
履约,330
发出,19
计价,31
盘存,26
制度,13
每年,68
盘点,13
盘盈,13
盘亏,13
当年,16
跌价,71
净值,158
高于,40
可靠,130
售价,38
税费,50
多于,15
订购,15
超出,58
经过,39
加工,13
完工,20
将要,24
下降,14
单个,14
繁多,14
单价,14
以前,45
周转,2
领用,1
转销,1
转让,99
有权,52
流逝,12
借方,15
贷方,16
分为,1
人工,3
制造,3
增量,31
进一步,35
假定,46
待售,1
实施,24
施加,51
共有,10
必须,42
分享,23
同意,24
决策,71
集体,73
行动,17
保护,30
一起,32
能否,26
潜在,26
认股,26
权证,26
期权,26
债券,58
税金,57
支出,127
货币,57
交换,32
该项,29
若非,12
具备,12
入账,46
核算,171
宣告,40
分派,40
加上,10
地产,3
出租,76
寿命,347
较高,24
有形,1
折旧,197
房屋,27
建筑,39
机器,13
残值,45
原先,13
认定,42
两者,73
自有,19
届满,53
将会,19
年限,11
在建,64
工程,87
立项,4
时点,59
建造,34
达到,90
预定,69
状态,90
原价,12
专门,12
占用,12
安装,5
建设,1
办理,30
竣工,28
决算,28
预算,14
造价,14
原来,14
生物,1
油气,1
带来,58
未有,16
预见,40
直线,46
为其,42
结束,45
得到,40
不予,18
研究,18
工作,15
意图,16
有用,15
迹象,54
难以,170
独立,33
而言,21
协同,14
效应,14
分部,14
然后,21
一经,21
应由,1
负担,1
薪酬,173
劳动,2
形式,1
补偿,63
离职,31
福利,209
辞退,63
配偶,9
子女,9
赡养,9
已故,9
员工,9
遗属,9
应付,82
工资,4
奖金,4
津贴,4
补贴,4
允许,23
工伤,26
生育,26
住房,26
工会,26
经费,52
教育,26
缴纳,13
带薪,47
缺勤,61
从而,11
累积,37
行使,19
过去,11
现在,1
推定,1
提存,62
缴存,42
十二,23
参照,23
币种,32
匹配,32
国债,32
精算,23
人口,7
统计,7
赤字,10
上限,30
除了,11
早日,1
撤回,1
裁减,1
建议,1
组成,11
简化,13
确凿,33
遵守,1
行业,1
指引,1
从事,1
无关,19
期望,17
消除,17
间隔,12
某一,71
时段,46
消耗,11
产出,11
至今,11
该段,33
进度,111
为止,16
负有,13
实物,26
占有,13
接受,21
退回,33
附有,4
退还,4
减损,1
退货,1
质保,4
保证,13
责任,4
代理,6
贸易,4
自主,4
因此,5
佣金,10
二者,4
预收,9
转为,8
定制,8
IC,23
外购,15
硬件,32
自制,9
让渡,7
平台,2
完毕,3
验收,9
合格,1
正式,1
上线,1
介质,6
随同,2
采购,2
调试,4
配套,2
OEM,2
读写,2
民生,2
自助,2
终端,2
资金,18
收费,9
拟订,2
投保,4
分保,2
代办,2
检验,2
索赔,2
百分比,1
初步,1
政府,292
补助,292
名义,10
归类,42
收支,18
优惠,21
贴息,28
财政,16
拨付,14
返还,10
抵扣,243
税款,58
税率,19
用来,37
为限,25
用以,33
追溯,18
前期,9
差错,9
更正,9
重述,9
成份,18
弥补,80
税法,13
准予,12
承租,29
租金,137
各个,14
租期,66
较大,11
款额,9
记录,8
其它,1
关键,9
评价,7
出现,2
分析,2
人员,12
业绩,12
借贷,14
提前,22
分布,12
下滑,6
外部,6
定期,6
监控,6
来自,7
恰当,10
限度,4
税务,4
大量,8
筹划,8
策略,8
估价,3
备注,1
发布,1
财会,1
境内,4
二十三,1
年初,3
可比,3
总计,3
说明,1
应交,1
