词语,频数
收到,11
其他,118
投资,90
活动,17
有关,17
现金,59
单位,90
项目,66
上期,8
发生,37
银行,28
理财,8
产品,21
广东,32
智能,45
集团,34
股份,76
有限,205
公司,506
年度,69
报告,49
合计,19
说明,45
支付,25
筹资,9
融资,15
租赁,20
设备,9
关联,41
借款,6
金融,26
机构,20
流量,11
补充,3
资料,6
资产,79
减值,10
准备,18
固定,4
折旧,2
油气,1
折耗,1
生产,15
生物,1
无形,2
摊销,2
长期,6
费用,7
处置,23
损失,7
收益,20
填列,8
报废,1
递延,2
所得,2
减少,7
增加,7
负债,28
存货,1
经营,30
应收,51
应付,13
涉及,3
收支,1
重大,26
债务,34
转为,4
资本,8
期初,5
余额,28
等价,10
期末,30
本期,37
取得,13
净额,4
其中,12
东莞,85
华清,20
光学,21
科技,65
丧失,9
控制,33
日子,1
持有,20
以前,1
期间,7
构成,1
库存,1
内子,1
使用,8
限制,24
所有,7
权益,34
变动,11
注释,3
受到,1
承兑,1
汇票,1
信用,17
对外,2
担保,55
保证,14
票据,4
质押,1
买卖,1
出租,1
抵押,1
受限,1
外币,4
货币,9
韩币,7
账款,31
预付,1
款项,8
日元,2
港币,2
预收,1
套期,6
按照,5
类别,1
披露,11
相关,25
工具,18
风险,54
定性,6
定量,7
信息,23
政府,11
补助,27
基本,2
情况,62
种类,1
计入,5
当期,20
损益,31
金额,23
专利,11
奖励,13
企业,136
研究,5
开发,10
省级,3
财政,6
资金,31
制造,16
示范,2
车间,2
质量,3
技术,32
监督,2
科学,1
协会,1
拨付,1
成长,1
培育,7
专项,5
技能,1
晋升,1
培训,1
补贴,18
授权,2
发明,2
以上,7
资助,10
产学研,1
二期,1
经费,2
申请,11
研发,12
投入,7
招商,2
引资,2
重点,3
高新,7
入库,4
软件,14
退税,13
收入,30
知识,3
产权,3
计算机,1
成立,5
一次性,2
玻璃,2
整机,1
产业,11
世纪,48
建设,4
宝安,5
中心,10
认定,1
深圳,56
进步,1
贷款,5
利息,10
机械,26
加工,7
节能,2
减排,2
国家,5
台套,2
装备,8
扶持,2
计划,15
龙门,2
镗铣床,1
工业,3
增效,1
陶瓷,2
精雕,2
3C,1
行业,5
高速,1
液态,1
金属,9
材料,5
应用,1
政策,9
工贸,1
发展,10
创新,5
科研,1
团队,1
基于,2
数控,4
机床,3
系统,6
高效,2
精密,31
关键,8
环节,1
提升,2
工程,4
实验,1
平台,1
配套,3
保险,2
保费,1
促进,1
管理,45
贯标,1
认证,1
倍增,3
互联,2
融合,1
开拓,3
境内外,7
市场,10
二三,1
诊断,2
服务,3
湖南,1
湖北,1
人口,1
贫困,1
博览,1
参展,1
长安,1
推动,2
退回,4
合并,38
范围,16
变更,3
同一,12
成本,28
商誉,5
购买,15
辨认,6
无法,3
合理,11
确定,17
对价,5
方可,3
公允,34
价值,41
账面,5
反向,2
是否,5
存在,19
情形,4
原子,1
价款,2
重新,1
剩余,5
对应,1
股权,51
计量,21
财务,28
报表,9
时点,4
层面,1
享有,2
比例,24
方式,6
产生,25
方法,3
转入,1
差额,2
主要,18
转让,10
办理,1
登记,3
手续,2
全资,24
完成,7
工商,1
利润,21
原因,8
设立,16
中创,3
孵化,3
北京,6
纳入,7
注册,3
业务,17
性质,3
间接,2
电子,22
组件,5
Janus,1
Co,3
Ltd,3
粉末,9
冶金,9
前海,3
控股,12
责任,13
创智,7
自动,20
苏州,5
华晟,4
持股,10
不同于,3
表决,13
一致,1
半数,4
以下,7
以及,3
依据,11
对于,3
重要,37
结构,15
主体,6
代理,2
还是,1
委托,4
归属,4
少数,7
股东,34
名称,24
分别,3
流动,19
营业,34
净利,1
综合,6
企业集团,2
清偿,1
提供,17
支持,2
份额,6
变化,13
交易,34
根据,16
董事,39
会议,17
决议,4
MIM,7
核心,1
人员,13
部分,9
共同,4
华欧,1
实业,5
石河子,14
百川,4
合伙,41
影响,33
计算,3
调整,10
公积,3
合营,27
安排,1
联营,32
营地,2
会计,35
处理,1
强化,1
销售,10
机电,1
具有,4
或者,3
事项,33
内部,5
实现,6
公开,2
报价,1
终止,8
来自,2
股利,2
截止,4
汇总,3
转移,12
能力,9
超额,2
亏损,2
确认,12
承诺,18
包括,1
各项,4
详细,1
采用,20
敏感,8
分析,17
变量,8
可能,20
目标,5
从事,2
之间,4
适当,2
平衡,2
业绩,11
负面,2
降低,12
水平,4
利益,2
外汇,1
利率,4
稳健,1
供求,1
关系,4
相对,2
条件,3
上升,1
从而,1
价格,15
引起,1
敞口,1
合同,32
未能,2
履行,28
义务,3
导致,2
小组,3
负责,8
额度,20
进行,27
审批,5
执行,7
监控,8
程序,3
确保,3
采取,3
必要,3
措施,3
回收,3
过期,3
债权,5
保持,7
认为,5
充分,5
对其,6
满足,7
需要,8
波动,9
十一,2
层次,9
衍生,1
持续,20
总额,8
截至,5
基金,12
分红,1
市价,2
银华,3
购入,4
代码,2
净值,3
数据,12
来源,1
官网,1
估值,5
参数,5
层级,1
转换,3
十二,11
国际,5
单一,1
实际,11
最终,3
详见,5
附注,4
