词语,频数
公司,445
董事,98
股东,62
大会,27
选举,6
产生,23
任期,2
连任,3
独立,19
不得,1
超过,3
中国,24
国籍,3
境外,3
永久,3
居留,3
先生,17
出生,16
大学,24
学历,10
高级,34
经济,31
江西,95
煤田,1
地质,3
勘探,1
一九五,1
工作,33
先后,4
计财,1
计划,21
材料,8
供应,5
科长,4
四川,2
财经,2
学院,4
进修,1
北京,16
煤炭,1
干部,2
管理,70
学习,2
丰城,12
起重,12
电器,12
厂长,2
创办,2
集团,13
有限,111
责任,24
经理,43
前身,2
上海,14
振华,7
港机,3
制动,66
一直,3
担任,7
职务,6
成立,3
至今,4
此外,1
兼任,1
电力,4
武汉,4
航空,5
科技,22
投资,126
执行,11
中共,5
党员,5
硕士,5
学位,6
工程,43
重工,6
技术,20
电气,2
副总,6
现任,15
股份,88
总裁,1
党委,3
委员,55
加入,3
历任,5
金工,2
车间,3
主任,9
品质,1
部长,7
售后,2
服务,10
助理,5
璐璐,9
女士,6
研究,28
毕业,6
英国,2
赫特,3
福德,3
University,2
of,2
Hertfordshire,2
科学,6
专业,15
理学,1
心理,2
博士,5
天津,2
工业,7
信息,23
系统,5
留学,1
获得,5
海外,1
事业,2
创新,9
轨道,3
交通,6
装备,4
本科,5
职称,4
注册,27
会计,91
师范,2
任职,6
富奇,2
汽车,2
财务,86
审计,44
南昌,5
青云谱,1
地产,6
开发,8
总监,4
秘书,4
志勇,5
香港,1
MBA,2
在职,3
销售,14
设计,13
瑞斯,1
海达,1
机械,14
采购,3
法国,1
义赛,1
项目,32
罗尔斯,1
罗伊斯,1
船舶,1
全球,1
主管,4
二级,1
教授,7
导师,2
工学,1
从事,7
教学,3
科研,2
助教,1
讲师,1
教研,1
现代,3
所长,4
教材,1
机电,3
学术,8
高等,1
学校,2
中心,4
清华,1
摩擦,7
国家,9
重点,1
实验,1
学会,8
会员,1
分会,4
常务,14
表面,3
生物,1
理事,5
税务,3
估价,1
律师,5
核算,25
信达,1
事务,11
评估,11
佛山,1
改制,1
更名,1
广东,4
策划,1
业务,29
正平,2
天成,2
合伙,4
协会,2
博士后,1
社会,3
基金,2
重大,41
首席,1
专家,8
新兴,2
产业,8
理论,1
政策,19
学科,1
方向,1
运输,3
体系,3
金融,64
主要,20
兼职,1
会长,1
发展,13
基地,2
安全,7
建设,6
