词语,频数
造成,1
较大,3
做出,3
专题,2
论述,2
详细,6
理由,2
变更,17
执行,11
以来,1
派息,1
分别,1
大华,1
事务,29
特殊,3
普通,26
合伙,3
合并,18
报表,12
公积,2
转增,12
一百,2
六十五,2
负值,3
讨论,2
红利,5
红股,5
专项,3
拟定,5
如下,6
一方面,2
年末,1
处于,2
谋求,2
远期,1
余额,7
年产,5
万千,2
顺利,3
储备,2
鉴于,1
原有,1
继续,2
探索,1
准则,10
财税,1
法定,14
盈余,1
比率,5
来源,1
履行,11
神马,54
集团,67
下属,2
存在,14
他人,2
相同,3
相似,3
情形,5
联营,1
合营,1
任何,6
范围,11
实质,2
协助,1
促使,4
现在,1
将来,2
控制,52
比照,1
前述,1
义务,2
避免,6
同业,2
导致,5
异议,4
终止,11
享有,1
同等,1
受让,1
有权,1
申请,4
强制,1
赔偿,1
遭受,1
全部,3
中介,2
关联,22
以外,1
全资,7
实际,30
简称,1
附属,4
现时,1
依照,1
尽量,1
客观,2
必要,1
严格,2
遵守,1
按照,3
损害,1
做到,1
确保,1
完整,2
担保,44
违法,3
瑕疵,1
债务,2
违规,4
行政,1
处罚,4
侵权,1
诉讼,5
行为,1
成为,2
单独,1
协作,1
签署,3
一致,6
行动,6
威胁,1
冲击,1
公开,4
往来,11
超期,1
完毕,3
下一步,1
处在,1
占用,6
月份,3
代缴,1
社保,1
会议,15
委托,3
贷款,3
议案,19
追究,2
未能,1
清偿,1
注册,17
日期,14
内容,5
财政,3
颁布,1
修订,4
补助,4
财会,3
施行,3
刊登,3
监督,3
指定,6
创业,4
信息,6
媒体,2
编号,6
十一,1
待售,2
格式,2
以后,1
纳入,6
目的,1
主体,1
受托,1
承租,1
实体,1
境内,24
年限,12
姓名,9
境外,18
涉案,1
仲裁,8
审理,1
判决,1
陕西,1
西安,1
中级,1
法院,2
欠款,2
有色,1
工业,2
西北,1
供销,1
归还,2
河北,2
高碑店,1
保定,1
郑州,8
整改,2
双方,22
同一,25
银行,24
采购,29
坑口,1
电厂,1
天源,3
炭素,5
兴化,3
蒸汽,1
东大,1
鞍山,1
热能,1
国际,1
贸易,1
天成,1
认同,1
华瑞,1
煤业,5
供水,1
蓝天,1
置业,1
大额,2
销货,2
退回,2
日常,2
超出,1
额度,11
参考,1
结算,3
评估,2
账面,1
成果,1
涉及,2
约定,3
十六,1
托管,2
承包,2
对象,3
连带,23
A2,2
A3,2
A4,1
类型,3
B1,2
B2,2
B3,2
B4,1
C1,2
C2,2
C3,2
C4,1
大项,1
A1,1
单项,1
安全,3
较差,1
保本,1
出现,2
本金,1
十七,1
同日,1
网站,3
精准,5
扶贫,5
概要,2
成效,2
指标,2
属于,3
公布,1
排污,1
中华,5
共和,5
污染,4
防治,4
大气,1
噪声,1
固体,1
废物,1
受到,1
三十,1
发行,6
江西,1
LDK,2
新余,1
对方,1
友好,1
协商,1
三十二,1
该项,3
基于,1
工商,9
登记,7
三十五,2
装备,1
截止,1
暂未,1
架构,2
对价,1
少数,1
办理,1
手续,1
进展,4
债券,5
深交,3
此次,1
原始,1
停牌,4
筹划,1
EPC,1
波动,1
开市,1
办法,1
磋商,1
协调,1
顾问,2
尽职,1
调查,1
至少,1
此项,4
中科,1
海东,1
同意,1
有利于,3
主营,1
新建,4
专有,1
消化,1
丰富,1
强强,1
开拓,1
国内外,2
积累,1
宝贵,1
鼓励,1
意义,1
银粉,4
准入,1
限制,1
实验,1
具备,1
行情,1
竞相,1
扩张,1
抓住,1
改进,1
MW,1
厂房,1
屋顶,3
已有,1
砖混,1
土建,1
整个,1
较小,1
建成,1
总体,1
电费,1
库存,1
改善,1
厂区,1
美化,1
视同,1
予以,1
查询,1
外资,2
限售股,9
解除,1
高管,3
锁定,3
解锁,2
总数,6
中学,4
志强,3
恢复,2
日前,1
月末,1
参见,3
质押,1
冻结,1
无限,9
增减,2
中金,5
稳健,2
中央,5
汇金,5
配售,1
新股,1
金鹰,1
流通,2
融券,1
购回,1
地方,2
负责,13
原煤,1
开采,1
铁路,1
运输,1
物资,1
储运,1
热力,1
来水,1
通信,1
维修,2
监测,1
招标,1
专业,3
电梯,1
传输,1
有线,1
电视,1
电影,2
放映,2
剧场,1
修理,1
制作,1
广告,1
煤矿,1
限定,1
汽车,1
木材,2
采伐,1
苗木,1
花卉,1
种植,1
住宿,1
餐饮,1
居民,1
铁山,1
帘子,1
民用,1
地毯,1
塑料,1
橡胶,1
配件,4
矿灯,1
防爆,1
矿用,1
通风,1
构件,1
水泥,1
煤灰,1
焦炭,1
机动,1
建筑,1
劳保,1
用品,1
皮带,1
办公,6
机具,1
观赏,1
渔具,1
农产,1
食品,2
包装,1
保健,1
日用,1
百货,1
服装,1
饮料,1
卷烟,1
雪茄,1
分支,1
SH,2
境内外,2
国资,1
产权,2
方框,2
信托,2
高级,9
任职,2
期初,1
性别,16
年龄,16
任期,11
状态,5
常务,5
总裁,16
总监,7
秘书,12
首席,3
德海,2
朱莉,2
建华,2
个人,4
辞职,4
选举,5
聘任,5
届满,5
离任,5
现任,5
背景,1
经历,1
职责,1
成员,3
简历,1
先生,11
国籍,11
永久,11
居留,11
出生,11
硕士,4
学历,8
黑龙江,1
鹤岗,1
矿务,1
厂长,2
胶管,1
先后,1
经理,10
党委,4
书记,4
新大,1
助理,3
至今,13
本科,7
毕业,1
公安,1
加入,1
历任,11
主席,1
焦作,1
矿业,1
学院,1
学习,1
处长,3
主任,14
部长,1
天安,1
中共,1
党员,1
获得,4
武汉,2
学士,2
学位,4
英国,2
菲尔德,2
利华,1
国泰,1
君安,1
科员,2
职务,8
企划,4
科长,8
美国,6
博士,3
斯坦福,3
终生,2
教授,3
就读,3
哈佛,1
加州,1
伯克利,1
博士后,1
法学,1
人大,1
湖北,2
得伟,1
律师,2
回天,1
税务,4
立信,2
分所,2
兼任,1
理事,3
教育,2
