词语,频数
经理,750
董事,2916
振兴,9
年事,1
副总,9
独立,1757
新建,9
罗吉,6
监事,360
主席,251
芸芸,3
余力,3
技术,145
股份,1277
有限,264
公司,5667
年度,460
报告,6698
全文,45
财务,2269
现任,45
合计,1011
是否,309
存在,2075
任期,256
离任,7
高级,44
管理,368
人员,235
解聘,6
情况,3706
个人,12
原因,171
离职,7
聘任,4
变动,1342
适用,6656
担任,161
职务,308
任职,123
专业,225
背景,5
主要,151
工作,52
经历,1
以及,71
目前,6
职责,40
中国,31
国籍,17
出生,14
境外,375
永久,16
居留,16
本科,10
学历,11
就职,11
北京,2
智慧,23
城市,13
执行,715
杭州,13
健康,14
集团,55
工商,5
硕士,8
历任,6
秘书,2
香港,1
山东,3
博安,3
智能,9
科技,20
工程,645
先后,2
市场,2
中心,7
运营,4
部门,44
企业,27
人力,4
资源,4
行政,41
岗位,12
总监,5
无线,1
教授,3
浙江,29
工业,5
大学,6
信息,638
学院,3
通信,4
教研,1
主任,5
电子,4
网络,3
教育,45
办公,1
中广,1
电器,1
制品,2
毕业,1
上海,11
同济,1
建筑,2
工民建,1
建设,5
银行,289
衢州,2
分行,2
行长,2
党组,1
书记,1
科协,1
名誉,1
华夏,3
总行,1
金融,3155
资产,8673
保全,1
信贷,1
审批,3
委员,14
专职,1
巡视,1
会计,1069
MBA,1
骨干,1
教师,1
特聘,1
专家,1
审计,3825
特约,1
金科,1
汤姆,1
文化,1
产业,9
宁波,1
国际,2
控股,449
HK,1
百川,1
导体,1
防护,1
注册,247
税务,3
改制,1
计算,8
大专,3
至今,3
交通,6
研究,3
民主,1
同盟,1
盟员,1
江苏,4
总裁,2
发展,31
评估,25
股东,1527
单位,340
其他,8027
名称,65
起始,246
日期,594
终止,9
姓名,126
报酬,19
津贴,3
法定,13
代表,8
重庆,2
贵阳,1
安徽,2
网讯,1
广告,1
联网,3
厦门,1
江西,1
证券,862
监管,93
机构,98
处罚,417
决策,5
程序,24
确定,613
依据,8
实际,929
支付,3
薪酬,1173
根据,35
绩效,3
考核,19
办法,42
组织,8
目标,29
工资,2
发放,255
奖金,2
延后,2
获得,203
税前,2
关联,1593
状态,123
总额,127
获取,209
履行,201
会议,36
决议,2
关于,206
授权,9
适时,4
出售,287
议案,54
延长,1
公开,198
发行,160
股票,73
大会,22
有效,30
提请,185
召开,20
临时,9
及其,178
摘要,9
决算,1
预算,3
进行,339
利润,414
分配,585
内部,460
控制,1540
自我,3
评价,124
日常,140
交易,2037
计划,188
申请,1
授信,98
额度,4
季度,4
前期,1
差错,133
更正,134
追溯,1
续聘,2
强调,6
事项,2502
保留,388
意见,974
涉及,204
专项,580
说明,340
经营,388
资金,1560
占用,107
自查,5
十一,159
变更,499
简称,16
修订,6
章程,218
十二,131
十三,54
期权,69
激励,146
草案,9
实施,241
十四,13
办理,7
有关,108
对象,28
首次,101
授予,46
十五,12
调整,53
名单,13
数量,924
十六,29
选举,1
战略,4
增补,2
候选,1
十七,28
出席,8
连续,50
现场,3
通讯,1
