词语,频数
先生,23
个人,2
原因,6
辞去,1
公司,530
经理,46
职务,7
辞职,1
苗圃,2
不再,6
担任,5
任何,1
同日,1
召开,5
董事,124
十八,1
会议,15
审议,9
通过,20
关于,17
聘任,3
高级,37
管理,72
人员,66
议案,7
同意,18
任期,6
本届,1
结束,2
提名,4
独立,46
候选,3
补选,1
提请,1
临时,8
股东,44
大会,26
届满,2
前述,1
以上,17
信息,10
中国,29
证监,4
指定,8
创业,7
披露,7
网站,1
巨潮,2
资讯,2
网上,1
任职,6
情况,64
现任,10
监事,30
专业,18
背景,2
主要,16
工作,30
经历,1
以及,29
目前,2
职责,9
奇星,5
出生,15
国籍,14
大专,2
学历,6
历任,10
安徽,1
安庆,3
毛纺,1
办公,3
主任,4
经济,26
贸易,2
委员,28
宣传,1
干部,2
深圳,135
南山,2
粤海,1
实业,2
部门,6
投资,78
执行,26
电子,22
股份,107
有限,125
拥有,5
香港,9
居留,2
东南,1
大学,21
无线,1
工程,24
工学,2
学士,4
通信,1
系统,20
硕士,5
南京,1
东大,1
移动,2
互联,4
技术,124
市长,74
精密,107
年度,108
报告,99
全文,62
研发,5
应用,2
科技,10
研究,12
财务,93
总监,11
本科,4
会计,108
审计,39
出纳,1
教授,6
博士,4
导师,4
美国,6
ASU,1
博士后,1
湖南,3
院长,1
国际,3
IEEE,2
会员,3
智能,8
电网,1
所长,4
国家,24
自然,3
科学,10
基金,2
教委,1
项目,44
评审,3
专家,7
IET,1
期刊,1
论文,1
电机,1
学会,1
城市,3
供电,1
专委会,2
电力,1
保护,1
控制,75
杂志,1
编委,1
籍贯,1
浙江,1
淳安,2
致公党,3
党员,2
委会,1
广东,32
社会,7
服务,20
秘书,9
毕业,4
江西,10
财经,7
就读,1
纽约,2
理工,2
学院,4
工商,4
取得,54
学位,3
具有,12
资格,3
注册,10
税务,29
企业,85
法律,17
顾问,1
司法,3
鉴定,3
同时,17
客座,2
兼职,2
硕导,1
华人,1
公会,1
首批,1
海外,1
科工贸,1
成员,2
发改委,1
雅芳婷,2
布艺,2
东莞,7
协和,1
集团,2
东方,1
药业,1
专员,3
长城,4
事务,21
合伙,14
首席,1
北京,2
中证,2
特殊,15
普通,12
分所,2
永道,2
中企,1
天华,1
筹划,1
蔚蓝,2
滨海,2
产业,4
兼任,2
保龄宝,2
生物,2
井冈,2
旅游,2
发展,3
花样,1
公益,1
公职,1
阶层,1
人士,1
联合,12
执委,1
协会,1
理事,4
校友,4
常务,3
会长,4
商会,3
千岛,1
抚州,1
中东欧,1
文化,4
促进,3
侨界,1
女士,3
上海,6
锦天城,2
律师,4
宁波,2
祥云,4
中共,1
公派,1
留学,1
归国,1
财会,3
教研,1
监察,1
处长,4
大厦,1
法人,2
代表,5
银行,9
分行,4
稽核,1
开发,22
计划,33
经营,45
金融,62
合作,1
平安,1
行长,1
诺普,2
农化,2
特派,1
办事,3
特聘,1
外部,2
主席,2
品质,4
主管,3
塑胶,1
助理,6
先后,1
就职,1
农业,1
乐平,2
职工,18
人事,2
中山,1
保障,1
广播,1
电视,1
编导,1
中南,1
湘雅,1
医院,1
人力,5
资源,15
薪资,3
福利,12
战略,1
规划,1
石化,1
销售,27
业务,24
至今,1
中专,1
五金,4
课长,1
模具,1
生产,39
科长,1
澳门,1
工业,5
材料,3
辅修,1
惠而浦,1
家电,1
制品,1
泰科,2
亚太,2
采购,4
供应,1
加入,2
大连,1
外国,1
朝鲜,1
比亚迪,1
韩国,5
台湾,1
单位,31
适用,39
是否,16
姓名,5
报酬,12
津贴,7
新疆,3
股权,20
其他,89
起始,1
终止,19
名称,3
科士达,1
机械,1
离任,1
证券,12
监管,1
机构,11
处罚,2
决策,10
程序,15
确定,36
依据,21
实际,30
支付,42
建立,11
完善,1
绩效,11
考评,6
体系,3
薪酬,37
制度,29
根据,36
按照,70
目标,4
岗位,10
考核,24
能力,11
履职,3
责任,3
完成,29
进行,61
年终,2
结果,5
调整,21
发放,2
奖金,2
业绩,7
核发,1
合计,15
领取,3
获得,12
关联,20
获取,4
就任,3
时间,10
授予,10
激励,5
员工,43
数量,4
构成,10
教育,4
程度,4
在职,7
当期,40
人数,7
承担,8
费用,62
离退休,1
行政,6
类别,32
大中专,1
政策,19
薪金,11
系列,2
实行,2
月薪,1
底薪,1
加班,4
补助,37
一线,12
基本,7
工资,9
补贴,3
计算,7
正常,7
基数,2
包括,28
机制,3
可能,35
如下,8
发生,55
常规,1
综合,13
物价,1
水平,4
幅度,1
变动,36
